	I          ^-^o━━━━━━━━━━更多直播源o^-^       ━━━━━━━I    
极速汽车	,http://azure3a-live.bestvcdn.com.cn/live/program/Dbst.mobile.live.bestvcdn.com.cnD/_gbcnljwd_keyE198F63AB3AE34AB1098776A98D2F421D50A36E8D21B463C00CA2F942A257F56_/live/jsqchd/2300000/d1.m3u8
生活时尚	,http://azure3a-live.bestvcdn.com.cn/live/program/Dbst.mobile.live.bestvcdn.com.cnD/_gmescehh_keyE198F63AB3AE34AB1098776A98D2F421D50A36E8D21B463C00CA2F942A257F56_/live/shsshd/2300000/d1.m3u8
炫动卡通卫视	,http://183.207.249.14/PLTV/3/224/3221225694/index.m3u8
安多卫视	,http://117.187.25.106/PLTV/88888888/224/3221225656/index.m3u8
安徽卫视	,http://r.gslb.lecloud.com/live/hls/201704243000000wn19/desc.m3u8
北京卫视	,http://183.251.61.204//PLTV/88888888/224/3221225826/index.m3u8
重庆卫视	,http://183.252.176.36//PLTV/88888888/224/3221225949/index.m3u8
东方卫视	,http://183.251.61.226/PLTV/88888888/224/3221225828/index.m3u8
东南卫视	,http://183.207.249.15/PLTV/2/224/3221226067/index.m3u8
甘肃卫视	,http://183.207.249.14/PLTV/3/224/3221225590/index.m3u8
广东卫视	,http://183.252.176.12//PLTV/88888888/224/3221225942/index.m3u8
广西卫视	,http://183.207.249.14/PLTV/3/224/3221225554/index.m3u8
贵州卫视	,http://27.148.240.200/PLTV/88888888/224/3221226147/1.m3u8
河北卫视	,http://weblive.hebtv.com/live/hbws_bq/index.m3u8
河南卫视	,http://zzcs1.ott.henancatv.com/mlive/172_30_100_77_/cdn_proxy/os_ott_henancatv_com/live/HWH/3.m3u8
黑龙江卫视	,http://183.252.176.13//PLTV/88888888/224/3221225940/index.m3u8
湖北卫视	,http://183.252.176.58//PLTV/88888888/224/3221225948/index.m3u8
湖南卫视	,http://183.251.61.207//PLTV/88888888/224/3221225827/index.m3u8
吉林卫视	,http://azure3a-live.bestvcdn.com.cn/live/program/Dbst.mobile.live.bestvcdn.com.cnD/_epowmkck_keyE198F63AB3AE34AB1098776A98D2F421D50A36E8D21B463C00CA2F942A257F56_/live/jlws/1300000/d1.m3u8
江苏卫视	,http://183.252.176.41//PLTV/88888888/224/3221225930/index.m3u8
江西卫视	,http://223.110.245.171/PLTV/3/224/3221225536/index.m3u8
辽宁卫视	,http://183.252.176.49//PLTV/88888888/224/3221225947/index.m3u8
旅游卫视	,http://stream1.hnntv.cn/lywsgq/sd/live.m3u8
新疆卫视	,http://playback-livehyuwxjtv122qn.sobeycache.com/sobeylive/xjtv1.m3u8
内蒙古卫视	,http://183.207.249.10/PLTV/3/224/3221225624/index.m3u8
宁夏卫视	,http://183.207.249.10/PLTV/3/224/3221225628/index.m3u8
青海卫视	,http://183.207.249.6/PLTV/3/224/3221225580/index.m3u8
厦门卫视	,http://vod.cache.cmvideo.cn:8088/envivo_v/SD/xiamen/450/01.m3u8?msisdn=0425767575648&mdspid=&spid=699004&netType=1&sid=2200196796&pid=2028597139&timestamp=20170717164312&SecurityKey=20170717164312&resourceId=&resourceType=&Channel_ID=1004_10010001005&ProgramID=608935834&ParentNodeID=-99&assertID=2200196796&mtv_session=5541a0b9508754c3a365f654d837c7a1&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=732d6d5f103c40e12e1b8470a1b0f797
山东卫视	,http://183.252.176.46//PLTV/88888888/224/3221225943/index.m3u8
山西卫视	,http://azure3a-live.bestvcdn.com.cn/live/program/Dbst.mobile.live.bestvcdn.com.cnD/_nbvmxwwf_keyE198F63AB3AE34AB1098776A98D2F421D50A36E8D21B463C00CA2F942A257F56_/live/shanxiws/1300000/d1.m3u8
陕西卫视	,http://183.207.249.10/PLTV/3/224/3221225626/index.m3u8
深圳卫视	,http://183.251.61.226/PLTV/88888888/224/3221225848/index.m3u8
四川卫视	,http://220.167.81.62/PLTV/88888896/224/3221227981/10000100000000060000000003732199_0.smil/01.m3u8?fmt=ts2hls2490401.m3u80781300&
天津卫视	,http://218.207.213.143//PLTV/88888888/224/3221225941/index.m3u8
西藏卫视	,http://183.207.249.16/PLTV/3/224/3221225579/index.m3u8
云南卫视	,http://183.207.249.10/PLTV/3/224/3221225591/index.m3u8
浙江卫视	,http://183.252.176.25//PLTV/88888888/224/3221225934/index.m3u8
Newtv超级综艺	,http://183.252.176.20//PLTV/88888888/224/3221225924/index.m3u8
Newtv超级体育	,http://183.252.176.46/PLTV/88888888/224/3221225925/index.m3u8
Newtv超级电影	,http://183.252.176.50//PLTV/88888888/224/3221225926/index.m3u8
Newtv超级电视剧	,http://183.252.176.64//PLTV/88888888/224/3221225928/index.m3u8
Newtv喜剧电影	,http://183.207.249.12/PLTV/3/224/3221225525/index.m3u8
Newtv潮妈辣婆	,http://223.110.245.170/PLTV/3/224/3221226983/index.m3u8
Newtv动画王国	,http://183.207.249.15/PLTV/3/224/3221225555/index.m3u8
Newtv动作电影	,http://183.207.249.10/PLTV/3/224/3221225529/index.m3u8
Newtv古装剧场	,http://183.207.249.14/PLTV/3/224/3221225527/index.m3u8
Newtv海外剧场	,http://183.207.249.16/PLTV/3/224/3221225547/index.m3u8
Newtv家庭剧场	,http://183.207.249.14/PLTV/3/224/3221225549/index.m3u8
Newtv健康有约	,http://183.207.249.14/PLTV/3/224/3221225545/index.m3u8
Newtv金牌综艺	,http://183.207.249.16/PLTV/3/224/3221225559/index.m3u8
Newtv惊悚悬疑	,http://183.207.249.7/PLTV/3/224/3221225561/index.m3u8
Newtv精品大剧	,http://183.207.249.14/PLTV/3/224/3221225569/index.m3u8
Newtv精品电影	,http://183.207.249.14/PLTV/3/224/3221225567/index.m3u8
Newtv精品记录	,http://183.207.249.14/PLTV/3/224/3221225557/index.m3u8
Newtv军旅剧场	,http://183.207.249.15/PLTV/3/224/3221225531/index.m3u8
Newtv军事评论	,http://183.207.249.14/PLTV/3/224/3221225533/index.m3u8
Newtv明星大片	,http://183.207.249.14/PLTV/3/224/3221225535/index.m3u8
Newtv农业致富	,http://183.207.249.14/PLTV/3/224/3221225537/index.m3u8
Newtv中国功夫	,http://223.110.245.171/PLTV/3/224/3221226935/index.m3u8
北京-财经	,http://ivi.bupt.edu.cn/hls/btv5.m3u8
北京-科教	,http://ivi.bupt.edu.cn/hls/btv3.m3u8
北京-青年	,http://ivi.bupt.edu.cn/hls/btv8.m3u8
北京-生活	,http://ivi.bupt.edu.cn/hls/btv7.m3u8
北京-新闻	,http://ivi.bupt.edu.cn/hls/btv9.m3u8
北京-影视	,http://ivi.bupt.edu.cn/hls/btv4.m3u8
甘肃-都市	,http://stream.gstv.com.cn/dspd/hd/live.m3u8
甘肃-公共	,http://stream.gstv.com.cn/ggpd/hd/live.m3u8
甘肃-经济	,http://stream.gstv.com.cn/jjpd/hd/live.m3u8
甘肃-少儿	,http://stream.gstv.com.cn/sepd/hd/live.m3u8
甘肃-生活	,http://stream.gstv.com.cn/pzsh/hd/live.m3u8
甘肃-影视	,http://stream.gstv.com.cn/whys/hd/live.m3u8
广东-公共	,http://36.111.42.44:81/hls/live-gdgg-005/stream800/index.m3u8
广东-新闻	,http://36.111.42.44:81/hls/live-gdxw-002/stream800/index.m3u8
广东-珠江	,http://36.111.42.44:81/hls/live-gdzj-001/stream800/index.m3u8
南方卫视（卫视版）	,http://116.10.190.20/sohu/s26h23eab6/playlist/346260.m3u8?key=Fub2mOHtSomCyvGvFTNmM0aHPQmEKgf8_mrlIA..&ver=seg&n=10&a=34
海南-海口1	,http://player.pptvyun.com/svc/m3u8player/pl/0a2dnq6ZoKKknKmL4K2dmqqW7KGgn6uWoqk.m3u8
海南-海口2	,http://player.pptvyun.com/svc/m3u8player/pl/0a2dnq6ZoKKknKiL4K2dmqqW7KGgn6uWoqc.m3u8
海南-海口3	,http://player.pptvyun.com/svc/m3u8player/pl/0a2dnq6ZoKKknKeL4K2dmqqW7KGgn6uWoqU.m3u8
河北-都市	,http://weblive.hebtv.com/live/hbds_bq/index.m3u8
河北-公共	,http://weblive.hebtv.com/live/hbgg_bq/index.m3u8
河北-经济	,http://weblive.hebtv.com/live/hbjj_bq/index.m3u8
河北-农民	,http://weblive.hebtv.com/live/nmpd_bq/index.m3u8
河北-少儿	,http://weblive.hebtv.com/live/hbse_bq/index.m3u8
河北-影视	,http://weblive.hebtv.com/live/hbys_bq/index.m3u8
黑龙江-导视	,http://stream1.hljtv.com/hljds/sd/live.m3u8
黑龙江-都市	,http://stream1.hljtv.com/hljdd/sd/live.m3u8
黑龙江-公共	,http://stream1.hljtv.com/hljgg/sd/live.m3u8
黑龙江-少儿	,http://stream1.hljtv.com/hljse/sd/live.m3u8
黑龙江-文体	,http://stream2.hljtv.com/hljwy/sd/live.m3u8
黑龙江-新闻	,http://stream2.hljtv.com/hljxw/sd/live.m3u8
黑龙江-影视	,http://stream2.hljtv.com/hljys/sd/live.m3u8
山东-公共	,http://223.99.186.111:8089/PLTV/88888888/224/3221225645/3.m3u8
山东-国际	,http://223.99.186.111:8089/PLTV/88888888/224/3221225617/3.m3u8
山东-农科	,http://223.99.186.111:8089/PLTV/88888888/224/3221225615/3.m3u8
山东-齐鲁	,http://223.99.186.111:8089/PLTV/88888888/224/3221225609/3.m3u8
山东-少儿	,http://223.99.186.111:8089/PLTV/88888888/224/3221225616/3.m3u8
山东-生活	,http://223.99.186.111:8089/PLTV/88888888/224/3221225612/3.m3u8
山东-体育	,http://223.99.186.111:8089/PLTV/88888888/224/3221225614/3.m3u8
山东-影视	,http://223.99.186.111:8089/PLTV/88888888/224/3221225613/3.m3u8
山东-综艺	,http://223.99.186.111:8089/PLTV/88888888/224/3221225611/3.m3u8
新疆-2	,http://playback-livehyuwxjtv122qn.sobeycache.com/sobeylive/xjtv2.m3u8
新疆-3	,http://playback-livehyuwxjtv122qn.sobeycache.com/sobeylive/xjtv3.m3u8
新疆-4	,http://playback-livehyuwxjtv122qn.sobeycache.com/sobeylive/xjtv4.m3u8
新疆-5	,http://playback-livehyuwxjtv122qn.sobeycache.com/sobeylive/xjtv5.m3u8
新疆-7	,http://playback-livehyuwxjtv122qn.sobeycache.com/sobeylive/xjtv7.m3u8
新疆-8	,http://playback-livehyuwxjtv122qn.sobeycache.com/sobeylive/xjtv8.m3u8
新疆-9	,http://playback-livehyuwxjtv122qn.sobeycache.com/sobeylive/xjtv9.m3u8
新疆-10	,http://playback-livehyuwxjtv122qn.sobeycache.com/sobeylive/xjtv10.m3u8
新疆-11	,http://playback-livehyuwxjtv122qn.sobeycache.com/sobeylive/xjtv11.m3u8
新疆-12	,http://playback-livehyuwxjtv122qn.sobeycache.com/sobeylive/xjtv12.m3u8
 
